chembl_id,smiles,mw,logp
CHEMBL74672,CC1(CO)OC[C@@H](n2ccc(N)nc2=O)O1,227.22,-0.92
CHEMBL74589,O=C(NCc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12,312.76,3.32
CHEMBL74590,COc1ccc(/C=C\c2ccc(OC)c(OC)c2)cc1,270.33,3.88
CHEMBL74674,CC(C)c1ccc2c(CCCCNS(=O)(=O)c3ccccc3)cc(S(=O)(=O)[O-])c-2cc1.[Na+],483.59,1.12
CHEMBL74591,CCOC(=O)C(NC(=O)C(=O)c1c[nH]c2ccccc12)c1ccccc1,350.37,2.77
CHEMBL74592,CSc1c2n(c3cc(Cl)ccc13)CCN(Cc1cnc(N)nc1N)C2,374.9,2.99
CHEMBL74594,CCCCC/N=C(/N)N/N=C/c1c[nH]c2ccc(OCC=C(C)C)cc12,355.49,3.94
CHEMBL74679,CC1=CC(N)=N[C@@H]2CCCC[C@H]12,164.25,1.86
CHEMBL74501,CC(=O)NCCCC[C@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,447.56,1.71
CHEMBL74504,COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1cc2ccccc2n2nnnc12,393.4,2.7
CHEMBL74506,O=C(O)Cc1ccccc1Oc1c([N+](=O)[O-])ccc(Cl)c1Cl,342.13,4.32
CHEMBL3314998,Cc1cccc(C(=O)Nc2ccccn2)c1C,226.28,2.95
CHEMBL74412,CC(C)(C(=O)O)c1ccc2c(c1)OC[C@H](CC1CCCCC1)[C@H]2O,332.44,4.06
CHEMBL74509,CCc1nc(-c2ncn3c2CN(C)C(=O)c2cc(F)ccc2-3)no1,327.32,2.21
CHEMBL74510,C[n+]1cc2c(O)c(OCC(=O)O)ccc2c2ccc3cc4c(cc3c21)OCO4.[Cl-],413.81,-0.13
CHEMBL74511,c1cc(CCNCCCCNCCc2ccncc2)ccn1,298.43,2.22
CHEMBL74413,C/C(=N\N=C(/S)N/N=C(\S)Nc1cccc(Cl)c1Cl)c1ccccn1,413.36,4.3
CHEMBL74416,CCc1cc(Cl)cc(N)c1Oc1ccccc1CC(=O)O,305.76,3.9
CHEMBL74417,COc1cc(C(=O)Cc2cc(OC)c(OC)c(OC)c2)ccc1O,332.35,2.85
CHEMBL74420,CC1O[C@@H](n2cc(I)c(=O)[nH]c2=O)[C@H](F)[C@H]1O,356.09,-0.24
CHEMBL74422,CN(Cc1cnc2ncnc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,439.43,0.69
CHEMBL74423,C=CC[n+]1cc2c(O)c(OC)ccc2c2ccc3cc4c(cc3c21)OCO4.[Cl-],395.84,1.07
CHEMBL74424,Cc1cncn1CC#CCN1CCOC1=O,219.24,0.65
CHEMBL74425,CC(C#CCn1ccnc1)N1CCN(C)C1=O,232.29,0.64
CHEMBL74426,CC(C#CCN1CCCC1)N1CCN(C)C1=O,235.33,0.84
CHEMBL74427,CC(C)c1noc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)n1,357.8,3.28
CHEMBL74429,CCOC(=O)NC(=S)N/N=C(\S)N/N=C(\C)c1ccccn1,340.43,1.22
CHEMBL74244,CCNC(=O)OCCOc1ccc(OC)cc1,239.27,1.82
CHEMBL74245,CC(C)(C)c1csc(Nc2cccnc2)n1,233.34,3.58
CHEMBL74341,O=C(O)c1cc(C(=O)O)c2c(-c3cccc4ccccc34)cccc2n1,343.34,4.45
CHEMBL74153,C/C(=N\N=C(/S)N/N=C(\S)NC12CC3CC(CC(C3)C1)C2)c1ccccn1,402.59,3.44
CHEMBL74154,O=C(NCc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccc(Cl)cc12,357.75,3.23
CHEMBL74246,COC(=O)n1c2cc(OC)ccc2c2oc(C(=O)N3CCOCC3)cc21,358.35,2.48
CHEMBL74067,COc1ccc2[nH]c(-c3ccc([S+](C)[O-])cc3OC)nc2n1,317.37,2.38
CHEMBL74068,CC(C)COc1cncc(N2CCCNCC2)c1,249.36,1.92
CHEMBL74155,CCC(C)N(C(=O)Nc1ccc(C)cc1C)C(C)CC,276.42,4.73
CHEMBL74157,Cc1ccc2c(c1)CCN(C)c1cccc(Cl)c1O2,273.76,4.43
CHEMBL74159,C/C(=N\N=C(/S)N/N=C(\S)Nc1ccc(I)cc1)c1ccccn1,470.37,3.6
CHEMBL74071,CC(C)S(=O)(=O)c1ccccc1NCC1=NCCN1,281.38,1.28
CHEMBL74072,O=C(c1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(O)cc1,384.44,4.37
CHEMBL74073,CCCNCCCNC1=NCCN1,184.29,-0.08
CHEMBL74074,O=P(O)(O)OCCCc1c[nH]c2ccccc12,255.21,2.21
CHEMBL74174,Cc1cc(C)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,345.41,3.74
CHEMBL74266,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2ccccc2-3)no1,323.36,2.63
CHEMBL74267,COC(=O)/C(=C/c1cccc(OC)c1)c1cc(OC)c(OC)c(OC)c1,358.39,3.43
CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,254.29,1.53
CHEMBL73115,NCc1nc2cc(NCc3ccccc3OCc3ccccc3)ccc2[nH]1,358.44,4.21
CHEMBL73116,CN1CCN(C2c3cc(C#N)ccc3OC(C)(C)[C@H]2O)C(=O)C1,315.37,0.91
CHEMBL73118,N=C(N)c1ccc2[nH]c(-c3cc(CCC(=O)O)cc(-c4cccc([N+](=O)[O-])c4)c3O)cc2c1,444.45,4.42
CHEMBL73119,c1ccc(C[n+]2ccc(-c3ccccc3)cc2)cc1,246.33,3.69
CHEMBL73120,C[N+]1(C)CCC(c2ccccc2)CC1,190.31,2.64
CHEMBL73122,CC(Cl)C(=O)Nc1ccc2c(c1)CCC1CC(=O)NN=C21,305.76,2.04
CHEMBL74756,O=C(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1,437.3,4.57
CHEMBL74757,CC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,255.27,3.0
CHEMBL74758,CCC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,269.3,3.39
CHEMBL74843,CC(O)CN(C(=O)NCCCl)C1CCCCC1,262.78,1.95
CHEMBL74759,O=C1NCCN1CCN1CCN(Cc2ccccc2)CC1,288.4,0.83
CHEMBL74760,CCCN(CCC)[C@@H]1CCCc2cccc(O)c2C1,261.41,3.76
CHEMBL74761,COc1cccc(OC)c1OCCNC[C@@H]1COc2ccccc2[C@@H]1O,359.42,2.41
CHEMBL74762,COc1ccc(/C=C/c2cc(OC)c(OC(C)=O)c(OC)c2)cc1,328.36,3.81
CHEMBL74675,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,358.35,3.2
CHEMBL74676,O=NN(CCCl)C(=O)N(CCCO)C1CCCCC1,291.78,2.35
CHEMBL74678,CCCCCCOc1ccc2nc(C(=O)O)cc(C(=O)O)c2c1,317.34,3.59
CHEMBL74680,Clc1cccc(Nc2nccc(-n3cnc4ccccc43)n2)c1,321.77,4.21
CHEMBL74681,CCNc1nc2ccc(OC)cc2n2c(CC)nnc12,271.32,2.28
CHEMBL74683,Cc1cccc(C(=O)C[n+]2ccn(C)c2)c1.[Br-],295.18,-1.49
CHEMBL74596,Cc1ccc([C@@H](C)NC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1,351.36,3.44
CHEMBL74597,CCc1nn(C2CCCC2)c2c1CCN(c1cccs1)C2=O,315.44,3.83
CHEMBL74599,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,288.43,4.17
CHEMBL74600,COc1ccc2ccc3cc(OC)c(OC)c(OC)c3c2c1,298.34,4.03
CHEMBL74601,CC(C(=O)c1ccccc1)[n+]1ccn(C)c1.[Br-],295.18,-1.24
CHEMBL3314999,COc1cccc(C(=O)Nc2ccccn2)c1C,242.28,2.65
CHEMBL3315000,Cc1ncccc1C(=O)Nc1ccccn1,213.24,2.04
CHEMBL74602,O=C(O)CCc1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,312.37,2.99
CHEMBL74604,COc1cccc(NC2=NC(C)(C)Nc3cc(OC)c(OC)cc32)c1,341.41,3.73
CHEMBL74605,COc1cc2c(cc1OC)C(Nc1cccc(Br)c1)=NC(C)(C)N2,390.28,4.49
CHEMBL74513,CCOC(=O)ON(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(N)=O,439.47,4.24
CHEMBL74515,O=C(NC1N=C(c2ccccc2)c2ccccc2NC1=O)c1ccc(Cl)c(Cl)c1,424.29,4.54
CHEMBL74516,O=c1[nH]c2cc(Cl)ccc2c(=O)n1CCCCCn1ccnc1,332.79,2.41
CHEMBL74520,CCC(=O)N(c1ccccc1)C1(COC)CCN(C(C)Cn2nnn(CC)c2=O)CC1,430.55,1.77
CHEMBL74521,CCC(=O)NC1CCN(S(=O)(=O)C(C)C)CC1,262.38,0.72
CHEMBL74431,CC(C)=CC(=O)OCc1cc(=O)oc2ccc(Cl)cc12,292.72,3.46
CHEMBL74342,Brc1c(NC2=N[C@@H]3CCCC[C@@H]3N2)ccc2nccnc12,346.23,3.07
CHEMBL74343,CC[C@H](C)CC(=O)NS(=O)(=O)CC(=O)N[C@]1(C(=O)O)[C@@H]2CN(C)C=C(C(N)=O)[C@@H]2C[C@@H]1O,474.54,-1.88
CHEMBL74344,CC(C)C1C(=O)N2C(C(=O)OCc3ccccc3)=C(c3ccccc3)S[C@H]12,379.48,4.29
CHEMBL74432,CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,362.36,2.06
CHEMBL74433,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)cc1,265.26,0.23
CHEMBL74249,CN1CCC[C@H]1COc1cccc(F)c1,209.26,2.3
CHEMBL74250,C/C(=N\N=C(/S)N/N=C(\S)Nc1ccc(Cl)cc1C)c1ccccn1,392.94,3.96
CHEMBL74251,CCc1nn(-c2ccc(F)cc2)c2c1CCN(c1ccccc1C)C2=O,349.41,4.09
CHEMBL74160,CN(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)C(=O)c1noc2ccccc12,423.49,4.02
CHEMBL74253,Cc1nc(O)c2c(n1)CCc1ccc(Br)cc1-2,291.15,3.02
CHEMBL74254,CO/N=C(/C[n+]1ccn(C)c1)c1ccc(C)cc1.[I-],371.22,-1.32
CHEMBL74255,CCCCCCCCNC(=O)Cc1ccc(O)c([N+](=O)[O-])c1,308.38,3.32
CHEMBL74164,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2C#N)c(C)c1,354.42,4.63
CHEMBL74168,C[n+]1ccc2ccccc2c1,144.2,1.66
CHEMBL74258,COc1cc(CCc2ccc(C)cc2)cc(OC)c1OC,286.37,3.81
CHEMBL74268,CCCCC/N=C(/N)N/N=C/c1c[nH]c2ccc(OC(=O)N(C)C)cc12,358.45,2.66
CHEMBL74269,COc1ccc2c(c1)CCc1nc(N)nc(O)c1-2,243.27,1.54
CHEMBL74270,CN(C(=O)Nc1cc(Cl)ccc1Cl)c1ccccc1,295.17,4.66
CHEMBL74360,N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)NCCCCc3ccccc3)CC2)cc1,451.58,2.55
CHEMBL74361,COc1ccc(N2CCc3c(C)nn(-c4ccc(F)cc4)c3C2=O)cc1,351.38,3.53
CHEMBL73117,CC(=O)N(Cc1ccccc1OCc1ccccc1)c1ccc2[nH]c(CN)nc2c1,400.48,4.15
CHEMBL73200,Nc1ccc2ccc3nc(N)nc(O)c3c2c1,226.24,1.65
CHEMBL73201,CSCC[C@@H](CN1CC=CC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,387.38,3.99
CHEMBL73204,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NC2CCCC(N)C2)cc1Cl)C(F)(F)F,443.88,2.14
CHEMBL73205,Nc1c(CC(=O)[O-])cccc1C(O)c1ccc(Cl)cc1.[Na+],313.72,-1.7
CHEMBL73206,Cc1c(CN2CCOCC2)c2ccccc2n1C(=O)c1cccc2ccccc12,384.48,4.62
CHEMBL73207,N=C(N)c1ccc(CCc2c[nH]cn2)cc1,214.27,1.48
CHEMBL74845,CN1CCC[C@H]1COc1cc(F)cc(F)c1,227.25,2.44
CHEMBL74847,Nc1nc(O)c2c(n1)CCc1ccc(I)cc1-2,339.14,2.13
CHEMBL74939,Cn1cc[n+](CC(=O)c2ccc(O)c(O)c2)c1.[Cl-],268.7,-2.39
CHEMBL74763,COc1ccc(/C=C/C(=O)OCc2cc(O)nc3cc(OC)c(OC)cc23)cc1,395.41,3.72
CHEMBL74852,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,286.28,2.81
CHEMBL74853,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)c3c1c2CCN3,419.44,2.06
CHEMBL74766,c1ccc2c(c1)Cc1ccccc1C21CCCNC1,249.36,3.26
CHEMBL74767,CC(O)CCC(=O)N(c1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,437.5,3.14
CHEMBL74855,COc1ccc(OCCCOC2CCCCO2)cc1,266.34,3.01
CHEMBL74769,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](OC(=O)COc3ccccc3)[C@H]2S1(=O)=O,473.5,1.46
CHEMBL74770,CC(=O)NC1CCN(C(=O)c2ccccc2)CC1,246.31,1.43
CHEMBL74771,O=C(C[C@@H](CO)COCc1ccccc1)NCc1ccccc1,313.4,2.52
CHEMBL74772,Nc1nc(O)c2c(n1)CCc1cc(Br)ccc1-2,292.14,2.29
CHEMBL74773,Nc1nc(O)c2c(n1)CCc1ccccc1-2,213.24,1.53
CHEMBL74687,CCCC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,246.31,1.1
CHEMBL74688,NC(=O)N(O)CCC#C[C@H]1CC[C@H](CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)O1,497.04,3.76
CHEMBL74689,C/C(=N\N=C(/N)S)c1ccccc1,193.28,1.66
CHEMBL74690,CCN1c2cc(N=[N+]=[N-])ccc2N(C)C(=O)c2cccnc21,294.32,3.77
CHEMBL3315001,Cc1cc(F)ccc1C(=O)Nc1ccccn1,230.24,2.78
CHEMBL74606,C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@]2(C)C(c3cnccn3)=CCC12,350.51,4.79
CHEMBL74691,Cc1cc(Nc2ccc(C(C)C(=O)O)cc2)ncn1,257.29,2.72
CHEMBL74693,Cc1ccc(N)c(C(=O)NCC(C)Cn2ccnc2)c1,272.35,1.84
CHEMBL74613,Clc1ccc(CCN2CCCNCC2)cc1Cl,273.21,2.83
CHEMBL74615,COC(=O)CC(=O)Nc1ccccc1COc1ccc(C(C)=O)c(O)c1,357.36,2.68
CHEMBL74528,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CCCC1,393.32,3.48
CHEMBL74529,Nc1nc(O)c(N=O)c(NC[C@H]2C[C@@H]2CO)n1,239.23,0.2
CHEMBL74616,CCCC[C@@H](C(O)C(=O)NO)[S+]([O-])c1ccccc1,285.37,1.22
CHEMBL74617,CC1=NCCN1CC(=O)c1ccc(NS(C)(=O)=O)cc1,295.36,0.97
CHEMBL74618,C[n+]1ccn(CCc2ccc(O)cc2)c1.[Cl-],238.72,-1.74
CHEMBL74434,CNc1cccc(Cl)c1Oc1ccccc1CCO,277.75,3.71
CHEMBL74435,COC(=O)C(Cc1cc(OC)c(OC)c(OC)c1)c1ccc(OC)cc1,360.41,3.22
CHEMBL74436,O=C(O)Cc1ccc2c(c1O)CCc1ccccc1C2=O,282.3,2.35
CHEMBL74530,N/C(=N/N=C/c1c[nH]c2ccc(O)cc12)NCCc1ccc(Cl)cc1,355.83,3.01
CHEMBL74531,CC1(CO)OC[C@@H](n2cc(F)c(N)nc2=O)O1,245.21,-0.78
CHEMBL74347,O=C(O)c1nc(CO)nc2c1CCC(=O)N2Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,457.45,1.99
CHEMBL74349,CNC(=O)N(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)OC(=O)OC,439.47,4.11
CHEMBL74439,CC(C)NS(=O)(=O)c1ccc(N(C)C(=O)/C=C/c2ccc(O)c(O)c2)cc1,390.46,2.46
CHEMBL74256,CCCCCCCCC(=O)NCc1ccncc1,248.37,3.45
CHEMBL74257,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,351.45,3.34
CHEMBL74350,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C/C1=N\O,378.34,1.29
CHEMBL74351,CC(=O)[C@@H]1Cc2c(c(O)cc3c(=O)c4ccccc4oc23)[C@@H](OC2C[C@@H](N)[C@@H](O)C(C)O2)C1,453.49,2.68
CHEMBL74264,CN(C)CC#CCn1ccn(C)c1=O,193.25,-0.25
CHEMBL74265,Cn1ccn(CC#CCn2ccnc2)c1=O,216.24,0.09
CHEMBL74735,CC1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](F)[C@H]1O,230.19,-0.85
CHEMBL74355,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,373.47,3.83
CHEMBL74364,Oc1onc2c1CCCNC2,154.17,0.42
CHEMBL74458,CN(C)CCCNc1ccc(O)c2sc3ccccc3c(=O)c12,328.44,3.48
CHEMBL73202,O=C(O)c1cn(C2CC2)c2c(F)c(N3CCC4(CCNC4)C3)c(F)cc2c1=O,389.4,2.5
CHEMBL73203,Cc1noc(-c2ncn3c2CN=C(c2ccccc2Cl)c2ccccc2-3)n1,375.82,4.24
CHEMBL73301,COc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,268.32,3.33
CHEMBL73208,Nc1ccc2c3c(cccc13)C(=O)N(CCCCCCCCCn1ccnc1[N+](=O)[O-])C2=O,449.51,4.55
CHEMBL73306,CC(C(=O)O)N(Cc1ccccc1[N+](=O)[O-])C(=O)NS(=O)(=O)c1ccccc1,407.4,1.97
CHEMBL73307,CNCC1c2ccccc2Cc2ccccc21,223.32,2.94
CHEMBL73309,Cc1ccc(NCCN(C)C)c2c(=O)c3c(O)cccc3sc12,328.44,3.4
CHEMBL74854,O=C(O)C1CCCN(CCOC2(c3ccccc3)c3ccccc3Oc3ccccc32)C1,429.52,4.9
CHEMBL74944,CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1C,348.4,3.49
CHEMBL74945,CC(=O)/C=C/c1cccc(C)c1O,176.21,2.3
CHEMBL74946,O=C(NC1CCCCC1)c1cnc2cc([N+](=O)[O-])ccc2c1O,315.33,2.91
CHEMBL74856,C/C(=N\N=C(/S)N/N=C(\S)Nc1ccccc1C)c1ccccn1,358.5,3.3
CHEMBL74858,COc1cccc2c1CCCC2CCN1CCN(C2CCCCC2)CC1,356.55,4.46
CHEMBL74859,COc1c(Cl)cccc1/N=C(\S)N/N=C(\S)N/N=C(\C)c1ccccn1,408.94,3.47
CHEMBL74774,CCc1nn(-c2ccc(F)cc2)c2c1CCN(c1ccc(OC)cc1)C2=O,365.41,3.79
CHEMBL74863,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cccc(F)c3nc2-1,380.38,2.61
CHEMBL3314892,CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,313.32,2.14
CHEMBL74778,Cc1[nH]c2ncnc(Nc3cccc(O)c3)c2c1C,254.29,3.02
CHEMBL3315003,Cc1cc(Br)ccc1C(=O)Nc1ccccn1,291.15,3.4
CHEMBL3315004,COc1ccc(C(=O)Nc2ccccn2)c(C)c1,242.28,2.65
CHEMBL74780,CC1=Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2S1(=O)=O,323.15,2.6
CHEMBL74781,COc1cc2c(cc1OC)C(C)N(Cc1cnc(N)nc1N)CC2,329.4,1.78
CHEMBL74782,Nc1ncc(CN2CCc3ccccc3C2)c(N)n1,255.33,1.2
CHEMBL74783,CCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,294.42,3.75
CHEMBL74610,C/C(=N\NC(=O)NNC(=O)Nc1ccccc1Cl)c1ccccn1,346.78,2.49
CHEMBL74696,O=S1(=O)NC(c2ccc(O)cc2)Nc2ccc(Cl)cc21,310.76,2.45
CHEMBL1025,CC(C)OP(=O)(F)OC(C)C,184.15,2.91
CHEMBL74697,O=C(O)c1cc(C(=O)O)c2cccc(C(=O)O)c2n1,261.19,1.33
CHEMBL74701,CCOC(=O)C(C)(C)c1ccc2c(c1)nc(Cc1ccc(C(=N)N)cc1)c(=O)n2C,406.49,2.65
CHEMBL74619,COc1cccc(C(=O)C[n+]2ccn(C)c2)c1OC.[Br-],341.2,-1.78
CHEMBL74620,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)C12,301.39,2.33
CHEMBL74621,C[C@H](NC(=O)N1C(=O)C[C@]1(Cc1ccccc1)C(=O)OC(C)(C)C)c1ccccc1,408.5,4.01
CHEMBL74706,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(OC(C)C)cc3)oc2c1OC,400.43,4.28
CHEMBL74707,COc1ccc(/C=C\c2cc(OC)c(OC(C)=O)c(OC)c2)cc1,328.36,3.81
CHEMBL74622,CCO/C(O)=C1\C(CS(=O)(=O)c2ccccc2)=NC(C)=C(C#N)C1c1ccccc1,422.51,4.3
CHEMBL74440,Nc1nc(O)c2c(ccc3ccc(F)cc32)n1,229.21,2.21
CHEMBL74443,CCc1noc(-c2ncn3c2CN(C)C(=O)c2cc(Cl)ccc2-3)n1,343.77,2.72
CHEMBL74354,CC(=O)Nc1cc(F)ccc1Oc1ccccc1,245.25,3.58
CHEMBL74446,C/C(=N\N=C(/S)N/N=C(\S)Nc1cc(Cl)ccc1Cl)c1ccccn1,413.36,4.3
CHEMBL74447,CCC1C2Cc3ccc(O)cc3[C@]1(C)CCN2C,245.37,2.94
CHEMBL74448,O=C(NNc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccccc12,324.3,2.4
CHEMBL74356,COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1,451.48,4.63
CHEMBL74357,CCc1noc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)n1,343.77,2.72
CHEMBL74358,CCSc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O,331.42,1.52
CHEMBL74359,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCC2,348.49,4.53
CHEMBL74451,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(S(=O)(=O)c4cccs4)CC3)c(F)c2)C(=O)O1,482.56,1.86
CHEMBL74552,COc1cccc(C(=O)C[n+]2ccn(C)c2SC(C)C)c1.[Br-],385.33,-0.29
CHEMBL73302,CCO/C(O)=C1\C(CS(=O)(=O)c2ccccc2)=NC(C)=C(C#N)C1c1ccccc1Cl,456.95,4.96
CHEMBL73303,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,366.41,2.18
CHEMBL73304,O=C(O)c1cc(C(=O)O)c2cc(OCc3ccccc3)ccc2n1,323.3,3.21
CHEMBL73310,CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,268.36,4.83
CHEMBL73311,O=C(c1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)C1,292.34,3.07
CHEMBL73395,CC1(C)C[C@@](O)(CC(=O)O)c2c(ccc(Cl)c2Cl)O1,305.16,3.22
CHEMBL73396,COC[C@H](O)Cn1cc(Br)nc1[N+](=O)[O-],280.08,0.56
CHEMBL73397,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2cccs2)=C(C)C1=O,360.48,4.67
CHEMBL75033,Cc1cncn1CC#CCn1ccn(C)c1=O,230.27,0.4
CHEMBL74947,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](COC(=O)NCc3ccccc3)[C@H]2S1(=O)=O,486.55,2.02
CHEMBL74949,COC(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1,325.67,2.38
CHEMBL74950,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,367.45,3.68
CHEMBL74951,CC(C(=O)NO)N(Cc1ccccc1[N+](=O)[O-])C(=O)NS(=O)(=O)c1ccccc1,422.42,1.39
CHEMBL74952,CC1CC1CN=C(N)N,127.19,-0.08
CHEMBL74866,COc1cccc(C(=O)Cn2ccnc2)c1,216.24,1.77
CHEMBL74779,NC(=O)N(O)CCC#C[C@@H]1CC[C@@H](CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)O1,498.57,3.38
CHEMBL74867,O=C1CCCN1CCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,425.52,3.78
CHEMBL74868,O=C(O)Cc1ccc(Nc2ccncc2)cc1,228.25,2.45
CHEMBL74869,CCOC(=O)C(=O)Nc1c(C(=O)OCC)c(=O)n(CC)c2ncccc12,361.35,1.09
CHEMBL74784,Cc1cn([C@@H]2OC(CN)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,259.24,-1.6
CHEMBL74785,COc1ccc(S(=O)(=O)c2ccc(O)nn2)cc1,266.28,1.02
CHEMBL74874,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,327.88,3.83
CHEMBL3315231,C[C@]1(CO)[C@H]2CCC3=C[C@@](C)(C(O)CO)CC[C@H]3[C@]2(C)CC[C@H]1O,338.49,2.25
CHEMBL74700,NS(=O)(=O)c1ccc(CNC(=O)CC2CCCC2)cc1,296.39,1.53
CHEMBL74788,CS(=O)(=O)c1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1,358.37,2.69
CHEMBL74793,COc1ccc(CC2NCCc3c2cc(OC)c(OC)c3OC)cc1,343.42,3.15
CHEMBL74794,Cc1ccc(C(=O)C[n+]2ccccn2)cc1.[Br-],293.16,-1.44
CHEMBL74798,O=C(Nc1ccc(/C=C2\NC(=O)c3ccccc3C2=O)cc1)c1ccco1,358.35,3.5
CHEMBL74799,CC(C)[C@H](CO)Nc1nc(Nc2ccc(O)c(C(=O)O)c2)c2ncn(C(C)C)c2n1,414.47,2.98
CHEMBL74623,COc1ccc(C(=O)NC(C(=O)NCC2CCN(C(C)C)CC2)c2ccccc2[N+](=O)[O-])cc1,468.55,3.31
CHEMBL74624,Cn1c2c(O)nc3ccccc3c2c(=O)n1-c1ccccc1,291.31,2.58
CHEMBL74712,COc1cc(N)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1OC,324.74,3.33
CHEMBL74713,O=C(O)c1cc(C(=O)O)c2ccccc2n1,217.18,1.63
CHEMBL74540,COc1cccc(OC)c1OCCNC[C@@H]1CS(=O)(=O)c2ccccc2O1,393.46,1.91
CHEMBL74449,c1c[nH]c(Nc2ccc3nccnc3c2)n1,211.23,2.1
CHEMBL74450,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(S(=O)(=O)c4ccccc4N)CC3)c(F)c2)C(=O)O1,491.55,1.38
CHEMBL74541,COc1cc(-c2oc3c(OC)cc(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC,418.4,3.22
